EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.0 - 1/5: train_loss: 0.47791 | train_acc: 71.111 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.421
val_loss: 0.03442 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971

>>>>>>[EMBRYONAL] - 2.4 - 3/5: train_loss: 0.03539 | train_acc: 99.784 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.02118 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.4 - 4/5: train_loss: 0.02563 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01733 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.4 - 5/5: train_loss: 0.01948 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01121 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 1/5: train_loss: 0.22304 | train_acc: 91.026 | train_precision: 0.891 | train_recall: 0.526 | train_auc: 0.756
val_loss: 0.07026 | val_acc: 98.113 | val_precision: 1.000 | val_recall: 0.857 | val_auc: 0.929

>>>>>>[EMBRYONAL] - 2.5 - 2/5: train_loss: 0.05764 | train_acc: 99.145 | train_precision: 0.987 | train_recall: 0.962 | train_auc: 0.979
val_loss: 0.03134 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 3/5: train_loss: 0.03551 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02047 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 4/5: train_loss: 0.02576 | train_acc: 99.786 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.01545 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 2.5 - 5/5: train_loss: 0.01808 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01184 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.0 - 1/5: train_loss: 0.17147 | train_acc: 94.128 | train_precision: 0.955 | train_recall: 0.670 | train_auc: 0.832
val_loss: 0.08668 | val_acc: 98.639 | val_precision: 1.000 | val_recall: 0.920 | val_auc: 0.960

>>>>>>[EMBRYONAL] - 3.0 - 2/5: train_loss: 0.04195 | train_acc: 99.482 | train_precision: 1.000 | train_recall: 0.968 | train_auc: 0.984
val_loss: 0.04769 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.0 - 3/5: train_loss: 0.02652 | train_acc: 99.482 | train_precision: 0.989 | train_recall: 0.979 | train_auc: 0.988
val_loss: 0.03296 | val_acc: 99.320 | val_precision: 0.962 | val_recall: 1.000 | val_auc: 0.996

>>>>>>[EMBRYONAL] - 3.0 - 4/5: train_loss: 0.01619 | train_acc: 99.827 | train_precision: 1.000 | train_recall: 0.989 | train_auc: 0.995
val_loss: 0.02703 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.0 - 5/5: train_loss: 0.01245 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02346 | val_acc: 99.320 | val_precision: 0.962 | val_recall: 1.000 | val_auc: 0.996

>>>>>>[EMBRYONAL] - 3.1 - 1/5: train_loss: 0.18952 | train_acc: 95.604 | train_precision: 1.000 | train_recall: 0.722 | train_auc: 0.861
val_loss: 0.08445 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977

>>>>>>[EMBRYONAL] - 3.1 - 2/5: train_loss: 0.04898 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.04850 | val_acc: 99.194 | val_precision: 0.957 | val_recall: 1.000 | val_auc: 0.995

>>>>>>[EMBRYONAL] - 3.1 - 3/5: train_loss: 0.02812 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.03667 | val_acc: 99.194 | val_precision: 0.957 | val_recall: 1.000 | val_auc: 0.995

>>>>>>[EMBRYONAL] - 3.1 - 4/5: train_loss: 0.02012 | train_acc: 99.780 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02714 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.1 - 5/5: train_loss: 0.01483 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02486 | val_acc: 99.194 | val_precision: 0.957 | val_recall: 1.000 | val_auc: 0.995

>>>>>>[EMBRYONAL] - 3.2 - 1/5: train_loss: 0.18987 | train_acc: 92.795 | train_precision: 0.976 | train_recall: 0.562 | train_auc: 0.780
val_loss: 0.09048 | val_acc: 99.174 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976

>>>>>>[EMBRYONAL] - 3.2 - 2/5: train_loss: 0.05197 | train_acc: 99.127 | train_precision: 1.000 | train_recall: 0.945 | train_auc: 0.973
val_loss: 0.04553 | val_acc: 99.174 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976

>>>>>>[EMBRYONAL] - 3.2 - 3/5: train_loss: 0.03030 | train_acc: 99.563 | train_precision: 0.986 | train_recall: 0.986 | train_auc: 0.992
val_loss: 0.03837 | val_acc: 99.174 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976

>>>>>>[EMBRYONAL] - 3.2 - 4/5: train_loss: 0.02077 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02709 | val_acc: 99.174 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976

>>>>>>[EMBRYONAL] - 3.2 - 5/5: train_loss: 0.01568 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02277 | val_acc: 99.174 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976

>>>>>>[EMBRYONAL] - 3.3 - 1/5: train_loss: 0.19020 | train_acc: 93.548 | train_precision: 0.897 | train_recall: 0.684 | train_auc: 0.834
val_loss: 0.07100 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.3 - 2/5: train_loss: 0.05167 | train_acc: 99.355 | train_precision: 0.987 | train_recall: 0.974 | train_auc: 0.986
val_loss: 0.03425 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.3 - 3/5: train_loss: 0.03082 | train_acc: 99.570 | train_precision: 1.000 | train_recall: 0.974 | train_auc: 0.987
val_loss: 0.02148 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.3 - 4/5: train_loss: 0.02098 | train_acc: 99.785 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.993
val_loss: 0.01614 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.3 - 5/5: train_loss: 0.01557 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01470 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.4 - 1/5: train_loss: 0.18702 | train_acc: 94.872 | train_precision: 0.982 | train_recall: 0.701 | train_auc: 0.849
val_loss: 0.06320 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971

>>>>>>[EMBRYONAL] - 3.4 - 2/5: train_loss: 0.04669 | train_acc: 99.359 | train_precision: 0.987 | train_recall: 0.974 | train_auc: 0.986
val_loss: 0.03566 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971

>>>>>>[EMBRYONAL] - 3.4 - 3/5: train_loss: 0.02714 | train_acc: 99.786 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.02436 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971

>>>>>>[EMBRYONAL] - 3.4 - 4/5: train_loss: 0.01953 | train_acc: 99.786 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.01805 | val_acc: 99.099 | val_precision: 1.000 | val_recall: 0.941 | val_auc: 0.971

>>>>>>[EMBRYONAL] - 3.4 - 5/5: train_loss: 0.01449 | train_acc: 99.786 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.01421 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.5 - 1/5: train_loss: 0.27998 | train_acc: 90.426 | train_precision: 0.851 | train_recall: 0.513 | train_auc: 0.747
val_loss: 0.08448 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.5 - 2/5: train_loss: 0.06280 | train_acc: 98.936 | train_precision: 0.987 | train_recall: 0.949 | train_auc: 0.973
val_loss: 0.04016 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.5 - 3/5: train_loss: 0.03769 | train_acc: 99.787 | train_precision: 1.000 | train_recall: 0.987 | train_auc: 0.994
val_loss: 0.02732 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.5 - 4/5: train_loss: 0.02548 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02058 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000

>>>>>>[EMBRYONAL] - 3.5 - 5/5: train_loss: 0.02021 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01627 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
