EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.40814 | train_acc: 79.510 | train_precision: 0.133 | train_recall: 0.057 | train_auc: 0.494
val_loss: 0.03014 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.02557 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 15/30: train_loss: 0.02466 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03084 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.02557 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 16/30: train_loss: 0.02260 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02655 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.02182 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 17/30: train_loss: 0.02138 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02464 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.01999 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 18/30: train_loss: 0.01931 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02377 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.01905 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 19/30: train_loss: 0.01809 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02215 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01754 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 20/30: train_loss: 0.01714 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02049 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01605 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 21/30: train_loss: 0.01590 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02009 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01563 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 22/30: train_loss: 0.01537 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01934 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01492 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 23/30: train_loss: 0.01458 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01759 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01346 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 24/30: train_loss: 0.01340 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01721 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01309 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 25/30: train_loss: 0.01273 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01649 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01245 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 26/30: train_loss: 0.01217 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01465 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01097 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 27/30: train_loss: 0.01117 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01446 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01078 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 28/30: train_loss: 0.01071 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01419 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01055 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 29/30: train_loss: 0.01028 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01308 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.00962 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 30/30: train_loss: 0.00965 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01237 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.00909 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000
