EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.44001 | train_acc: 78.396 | train_precision: 0.065 | train_recall: 0.029 | train_auc: 0.476
>>>>>>[EMBRYONAL] - 1.1 - 8/30: train_loss: 0.05666 | train_acc: 99.332 | train_precision: 1.000 | train_recall: 0.957 | train_auc: 0.979
val_loss: 0.05981 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.05777 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 9/30: train_loss: 0.04949 | train_acc: 99.332 | train_precision: 1.000 | train_recall: 0.957 | train_auc: 0.979
val_loss: 0.04976 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.04894 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 10/30: train_loss: 0.04449 | train_acc: 99.332 | train_precision: 1.000 | train_recall: 0.957 | train_auc: 0.979
val_loss: 0.04476 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.04322 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 11/30: train_loss: 0.03897 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.04300 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.03992 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 12/30: train_loss: 0.03895 | train_acc: 99.555 | train_precision: 1.000 | train_recall: 0.971 | train_auc: 0.986
val_loss: 0.03848 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.03541 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 13/30: train_loss: 0.03259 | train_acc: 99.555 | train_precision: 1.000 | train_recall: 0.971 | train_auc: 0.986
val_loss: 0.03364 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.03114 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 14/30: train_loss: 0.03000 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.03191 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.02877 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 15/30: train_loss: 0.02716 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02927 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.02615 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 16/30: train_loss: 0.02735 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02658 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02378 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 17/30: train_loss: 0.02326 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02469 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02200 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 18/30: train_loss: 0.02406 | train_acc: 99.777 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02344 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02055 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 19/30: train_loss: 0.02017 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02206 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01897 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 20/30: train_loss: 0.01853 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02150 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01824 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 21/30: train_loss: 0.01744 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01912 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01637 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 22/30: train_loss: 0.01638 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01880 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01578 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 23/30: train_loss: 0.01550 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01752 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01465 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 24/30: train_loss: 0.01455 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01681 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01393 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 25/30: train_loss: 0.01381 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01577 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01300 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 26/30: train_loss: 0.01321 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01510 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01237 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 27/30: train_loss: 0.01237 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01520 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01232 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 28/30: train_loss: 0.01170 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01410 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01140 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 29/30: train_loss: 0.01139 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01330 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01073 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.1 - 30/30: train_loss: 0.01334 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.01245 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01005 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 1/30: train_loss: 0.37118 | train_acc: 80.440 | train_precision: 0.091 | train_recall: 0.028 | train_auc: 0.488
val_loss: 0.31571 | val_acc: 82.203 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.28867 | test_acc: 82.353 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EMBRYONAL] - 1.2 - 2/30: train_loss: 0.20938 | train_acc: 89.890 | train_precision: 1.000 | train_recall: 0.352 | train_auc: 0.676
val_loss: 0.20850 | val_acc: 98.305 | val_precision: 1.000 | val_recall: 0.905 | val_auc: 0.952
test_loss: 0.18483 | test_acc: 97.386 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[EMBRYONAL] - 1.2 - 3/30: train_loss: 0.14360 | train_acc: 95.824 | train_precision: 1.000 | train_recall: 0.732 | train_auc: 0.866
val_loss: 0.15782 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.13500 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.2 - 4/30: train_loss: 0.10920 | train_acc: 98.462 | train_precision: 1.000 | train_recall: 0.901 | train_auc: 0.951
val_loss: 0.12683 | val_acc: 99.153 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976
test_loss: 0.10537 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.2 - 5/30: train_loss: 0.08711 | train_acc: 98.681 | train_precision: 0.985 | train_recall: 0.930 | train_auc: 0.963
val_loss: 0.10600 | val_acc: 99.153 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976
test_loss: 0.08558 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 6/30: train_loss: 0.07136 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.09242 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.07104 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 7/30: train_loss: 0.06094 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.08129 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.06044 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 8/30: train_loss: 0.05267 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.07167 | val_acc: 99.153 | val_precision: 1.000 | val_recall: 0.952 | val_auc: 0.976
test_loss: 0.05300 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 9/30: train_loss: 0.04631 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.06551 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.04603 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 10/30: train_loss: 0.04070 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.05997 | val_acc: 99.153 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.995
test_loss: 0.04074 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 11/30: train_loss: 0.03681 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.05432 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03674 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 12/30: train_loss: 0.03290 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.05123 | val_acc: 99.153 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.995
test_loss: 0.03294 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 13/30: train_loss: 0.03014 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.04831 | val_acc: 99.153 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.995
test_loss: 0.02988 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 14/30: train_loss: 0.02780 | train_acc: 99.560 | train_precision: 1.000 | train_recall: 0.972 | train_auc: 0.986
val_loss: 0.04583 | val_acc: 99.153 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.995
test_loss: 0.02731 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 15/30: train_loss: 0.02551 | train_acc: 99.780 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.04114 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02541 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 16/30: train_loss: 0.02374 | train_acc: 99.780 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.03876 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02329 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 17/30: train_loss: 0.02169 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03759 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02134 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 18/30: train_loss: 0.02007 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03670 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01975 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 19/30: train_loss: 0.01911 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03569 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01827 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 20/30: train_loss: 0.01730 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03290 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01704 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 21/30: train_loss: 0.01624 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03448 | val_acc: 99.153 | val_precision: 0.955 | val_recall: 1.000 | val_auc: 0.995
test_loss: 0.01615 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 22/30: train_loss: 0.01529 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02977 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01509 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 23/30: train_loss: 0.01436 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02985 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01405 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 24/30: train_loss: 0.01331 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02776 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01328 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 25/30: train_loss: 0.01271 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02671 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01256 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 26/30: train_loss: 0.01196 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02578 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01191 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 27/30: train_loss: 0.01127 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02567 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01122 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 28/30: train_loss: 0.01085 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02499 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01064 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 29/30: train_loss: 0.01026 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02437 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.01011 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.2 - 30/30: train_loss: 0.00981 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02278 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.00964 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 1/30: train_loss: 0.29875 | train_acc: 85.403 | train_precision: 1.000 | train_recall: 0.095 | train_auc: 0.547
val_loss: 0.23207 | val_acc: 91.228 | val_precision: 1.000 | val_recall: 0.444 | val_auc: 0.722
test_loss: 0.23335 | test_acc: 88.889 | test_precision: 1.000 | test_recall: 0.370 | test_auc: 0.685

>>>>>>[EMBRYONAL] - 1.3 - 2/30: train_loss: 0.16790 | train_acc: 93.464 | train_precision: 1.000 | train_recall: 0.595 | train_auc: 0.797
val_loss: 0.14766 | val_acc: 97.368 | val_precision: 1.000 | val_recall: 0.833 | val_auc: 0.917
test_loss: 0.15198 | test_acc: 95.425 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 1.3 - 3/30: train_loss: 0.11533 | train_acc: 98.257 | train_precision: 1.000 | train_recall: 0.892 | train_auc: 0.946
val_loss: 0.10950 | val_acc: 98.246 | val_precision: 1.000 | val_recall: 0.889 | val_auc: 0.944
test_loss: 0.11402 | test_acc: 97.386 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[EMBRYONAL] - 1.3 - 4/30: train_loss: 0.08834 | train_acc: 98.693 | train_precision: 1.000 | train_recall: 0.919 | train_auc: 0.959
val_loss: 0.07744 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.08315 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.3 - 5/30: train_loss: 0.07056 | train_acc: 99.346 | train_precision: 1.000 | train_recall: 0.959 | train_auc: 0.980
val_loss: 0.06023 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.06658 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 6/30: train_loss: 0.05834 | train_acc: 99.564 | train_precision: 1.000 | train_recall: 0.973 | train_auc: 0.986
val_loss: 0.04994 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.05476 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 7/30: train_loss: 0.04934 | train_acc: 99.346 | train_precision: 1.000 | train_recall: 0.959 | train_auc: 0.980
val_loss: 0.04206 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04764 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 8/30: train_loss: 0.04190 | train_acc: 99.564 | train_precision: 1.000 | train_recall: 0.973 | train_auc: 0.986
val_loss: 0.03824 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.04160 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 9/30: train_loss: 0.03742 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.03260 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03570 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 10/30: train_loss: 0.03324 | train_acc: 99.782 | train_precision: 1.000 | train_recall: 0.986 | train_auc: 0.993
val_loss: 0.02973 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.03213 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 11/30: train_loss: 0.02933 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
val_loss: 0.02611 | val_acc: 100.000 | val_precision: 1.000 | val_recall: 1.000 | val_auc: 1.000
test_loss: 0.02837 | test_acc: 100.000 | test_precision: 1.000 | test_recall: 1.000 | test_auc: 1.000

>>>>>>[EMBRYONAL] - 1.3 - 12/30: train_loss: 0.02641 | train_acc: 100.000 | train_precision: 1.000 | train_recall: 1.000 | train_auc: 1.000
