EVALUATION RESULTS:

>>>>>>[EMBRYONAL] - 1.1 - 1/30: train_loss: 0.53069 | train_acc: 80.624 | train_precision: 0.095 | train_recall: 0.029 | train_auc: 0.489
val_loss: 0.16240 | val_acc: 96.774 | val_precision: 1.000 | val_recall: 0.818 | val_auc: 0.909
test_loss: 0.15574 | test_acc: 98.039 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 1.1 - 13/30: train_loss: 0.14236 | train_acc: 97.105 | train_precision: 1.000 | train_recall: 0.814 | train_auc: 0.907
val_loss: 0.15726 | val_acc: 95.161 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.14884 | test_acc: 96.078 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 1.1 - 14/30: train_loss: 0.13583 | train_acc: 96.882 | train_precision: 1.000 | train_recall: 0.800 | train_auc: 0.900
val_loss: 0.15185 | val_acc: 95.161 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.14246 | test_acc: 96.732 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[EMBRYONAL] - 1.1 - 15/30: train_loss: 0.12855 | train_acc: 97.105 | train_precision: 1.000 | train_recall: 0.814 | train_auc: 0.907
val_loss: 0.14255 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.13377 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.1 - 16/30: train_loss: 0.12388 | train_acc: 98.218 | train_precision: 1.000 | train_recall: 0.886 | train_auc: 0.943
val_loss: 0.14315 | val_acc: 95.161 | val_precision: 1.000 | val_recall: 0.727 | val_auc: 0.864
test_loss: 0.13212 | test_acc: 96.732 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[EMBRYONAL] - 1.1 - 17/30: train_loss: 0.12040 | train_acc: 97.996 | train_precision: 1.000 | train_recall: 0.871 | train_auc: 0.936
val_loss: 0.13499 | val_acc: 98.387 | val_precision: 1.000 | val_recall: 0.909 | val_auc: 0.955
test_loss: 0.12385 | test_acc: 98.039 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 1.1 - 18/30: train_loss: 0.11344 | train_acc: 98.664 | train_precision: 0.985 | train_recall: 0.929 | train_auc: 0.963
val_loss: 0.12800 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.11737 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 19/30: train_loss: 0.11397 | train_acc: 98.441 | train_precision: 1.000 | train_recall: 0.900 | train_auc: 0.950
val_loss: 0.12460 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.11309 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 20/30: train_loss: 0.10728 | train_acc: 97.773 | train_precision: 0.984 | train_recall: 0.871 | train_auc: 0.934
val_loss: 0.12057 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.10861 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 21/30: train_loss: 0.10268 | train_acc: 99.109 | train_precision: 0.985 | train_recall: 0.957 | train_auc: 0.977
val_loss: 0.12711 | val_acc: 97.581 | val_precision: 1.000 | val_recall: 0.864 | val_auc: 0.932
test_loss: 0.11314 | test_acc: 97.386 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[EMBRYONAL] - 1.1 - 22/30: train_loss: 0.10111 | train_acc: 97.773 | train_precision: 0.969 | train_recall: 0.886 | train_auc: 0.940
val_loss: 0.11625 | val_acc: 98.387 | val_precision: 1.000 | val_recall: 0.909 | val_auc: 0.955
test_loss: 0.10284 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.1 - 23/30: train_loss: 0.09659 | train_acc: 98.886 | train_precision: 1.000 | train_recall: 0.929 | train_auc: 0.964
val_loss: 0.11015 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.09752 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 24/30: train_loss: 0.09348 | train_acc: 98.886 | train_precision: 1.000 | train_recall: 0.929 | train_auc: 0.964
val_loss: 0.10775 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.09454 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 25/30: train_loss: 0.09014 | train_acc: 99.109 | train_precision: 1.000 | train_recall: 0.943 | train_auc: 0.971
val_loss: 0.10763 | val_acc: 98.387 | val_precision: 1.000 | val_recall: 0.909 | val_auc: 0.955
test_loss: 0.09321 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 26/30: train_loss: 0.08909 | train_acc: 98.886 | train_precision: 0.985 | train_recall: 0.943 | train_auc: 0.970
val_loss: 0.10600 | val_acc: 98.387 | val_precision: 1.000 | val_recall: 0.909 | val_auc: 0.955
test_loss: 0.09118 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.1 - 27/30: train_loss: 0.08617 | train_acc: 99.109 | train_precision: 1.000 | train_recall: 0.943 | train_auc: 0.971
val_loss: 0.10363 | val_acc: 98.387 | val_precision: 1.000 | val_recall: 0.909 | val_auc: 0.955
test_loss: 0.08848 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.1 - 28/30: train_loss: 0.08954 | train_acc: 99.109 | train_precision: 1.000 | train_recall: 0.943 | train_auc: 0.971
val_loss: 0.09845 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.08382 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 29/30: train_loss: 0.08165 | train_acc: 98.886 | train_precision: 0.985 | train_recall: 0.943 | train_auc: 0.970
val_loss: 0.09550 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.08077 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.1 - 30/30: train_loss: 0.07757 | train_acc: 99.109 | train_precision: 1.000 | train_recall: 0.943 | train_auc: 0.971
val_loss: 0.09356 | val_acc: 99.194 | val_precision: 1.000 | val_recall: 0.955 | val_auc: 0.977
test_loss: 0.07865 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 1/30: train_loss: 0.49481 | train_acc: 82.418 | train_precision: 0.200 | train_recall: 0.042 | train_auc: 0.506
val_loss: 0.48450 | val_acc: 82.203 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.45029 | test_acc: 82.353 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EMBRYONAL] - 1.2 - 2/30: train_loss: 0.37496 | train_acc: 85.055 | train_precision: 1.000 | train_recall: 0.042 | train_auc: 0.521
val_loss: 0.40718 | val_acc: 83.898 | val_precision: 1.000 | val_recall: 0.095 | val_auc: 0.548
test_loss: 0.36888 | test_acc: 84.967 | test_precision: 1.000 | test_recall: 0.148 | test_auc: 0.574

>>>>>>[EMBRYONAL] - 1.2 - 3/30: train_loss: 0.30987 | train_acc: 89.011 | train_precision: 1.000 | train_recall: 0.296 | train_auc: 0.648
val_loss: 0.34845 | val_acc: 88.136 | val_precision: 0.889 | val_recall: 0.381 | val_auc: 0.685
test_loss: 0.31067 | test_acc: 90.850 | test_precision: 1.000 | test_recall: 0.481 | test_auc: 0.741

>>>>>>[EMBRYONAL] - 1.2 - 4/30: train_loss: 0.26918 | train_acc: 91.209 | train_precision: 0.970 | train_recall: 0.451 | train_auc: 0.724
val_loss: 0.31996 | val_acc: 88.983 | val_precision: 1.000 | val_recall: 0.381 | val_auc: 0.690
test_loss: 0.28038 | test_acc: 88.235 | test_precision: 1.000 | test_recall: 0.333 | test_auc: 0.667

>>>>>>[EMBRYONAL] - 1.2 - 5/30: train_loss: 0.24135 | train_acc: 92.088 | train_precision: 0.949 | train_recall: 0.521 | train_auc: 0.758
val_loss: 0.29682 | val_acc: 88.983 | val_precision: 1.000 | val_recall: 0.381 | val_auc: 0.690
test_loss: 0.25728 | test_acc: 89.542 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[EMBRYONAL] - 1.2 - 6/30: train_loss: 0.21867 | train_acc: 93.187 | train_precision: 0.976 | train_recall: 0.577 | train_auc: 0.787
val_loss: 0.26546 | val_acc: 94.915 | val_precision: 0.857 | val_recall: 0.857 | val_auc: 0.913
test_loss: 0.22620 | test_acc: 94.771 | test_precision: 0.880 | test_recall: 0.815 | test_auc: 0.896

>>>>>>[EMBRYONAL] - 1.2 - 7/30: train_loss: 0.20648 | train_acc: 95.165 | train_precision: 0.962 | train_recall: 0.718 | train_auc: 0.857
val_loss: 0.24621 | val_acc: 94.915 | val_precision: 0.941 | val_recall: 0.762 | val_auc: 0.876
test_loss: 0.20785 | test_acc: 95.425 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 1.2 - 8/30: train_loss: 0.18620 | train_acc: 96.484 | train_precision: 1.000 | train_recall: 0.775 | train_auc: 0.887
val_loss: 0.23418 | val_acc: 95.763 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.19629 | test_acc: 94.771 | test_precision: 1.000 | test_recall: 0.704 | test_auc: 0.852

>>>>>>[EMBRYONAL] - 1.2 - 9/30: train_loss: 0.17171 | train_acc: 96.264 | train_precision: 1.000 | train_recall: 0.761 | train_auc: 0.880
val_loss: 0.21438 | val_acc: 94.915 | val_precision: 0.857 | val_recall: 0.857 | val_auc: 0.913
test_loss: 0.17672 | test_acc: 97.386 | test_precision: 1.000 | test_recall: 0.852 | test_auc: 0.926

>>>>>>[EMBRYONAL] - 1.2 - 10/30: train_loss: 0.16257 | train_acc: 96.703 | train_precision: 1.000 | train_recall: 0.789 | train_auc: 0.894
val_loss: 0.20581 | val_acc: 95.763 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.16975 | test_acc: 96.078 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 1.2 - 11/30: train_loss: 0.15466 | train_acc: 96.703 | train_precision: 0.967 | train_recall: 0.817 | train_auc: 0.906
val_loss: 0.19252 | val_acc: 96.610 | val_precision: 0.947 | val_recall: 0.857 | val_auc: 0.923
test_loss: 0.15652 | test_acc: 96.732 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[EMBRYONAL] - 1.2 - 12/30: train_loss: 0.14669 | train_acc: 96.923 | train_precision: 0.983 | train_recall: 0.817 | train_auc: 0.907
val_loss: 0.19106 | val_acc: 95.763 | val_precision: 1.000 | val_recall: 0.762 | val_auc: 0.881
test_loss: 0.15692 | test_acc: 95.425 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 1.2 - 13/30: train_loss: 0.13583 | train_acc: 97.143 | train_precision: 1.000 | train_recall: 0.817 | train_auc: 0.908
val_loss: 0.17495 | val_acc: 94.915 | val_precision: 0.857 | val_recall: 0.857 | val_auc: 0.913
test_loss: 0.13904 | test_acc: 98.039 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 1.2 - 14/30: train_loss: 0.12949 | train_acc: 98.022 | train_precision: 1.000 | train_recall: 0.873 | train_auc: 0.937
val_loss: 0.16727 | val_acc: 95.763 | val_precision: 0.900 | val_recall: 0.857 | val_auc: 0.918
test_loss: 0.13269 | test_acc: 98.039 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 1.2 - 15/30: train_loss: 0.12359 | train_acc: 98.022 | train_precision: 1.000 | train_recall: 0.873 | train_auc: 0.937
val_loss: 0.16110 | val_acc: 95.763 | val_precision: 0.864 | val_recall: 0.905 | val_auc: 0.937
test_loss: 0.12603 | test_acc: 98.693 | test_precision: 1.000 | test_recall: 0.926 | test_auc: 0.963

>>>>>>[EMBRYONAL] - 1.2 - 16/30: train_loss: 0.11839 | train_acc: 98.242 | train_precision: 1.000 | train_recall: 0.887 | train_auc: 0.944
val_loss: 0.15478 | val_acc: 97.458 | val_precision: 0.950 | val_recall: 0.905 | val_auc: 0.947
test_loss: 0.12150 | test_acc: 98.039 | test_precision: 1.000 | test_recall: 0.889 | test_auc: 0.944

>>>>>>[EMBRYONAL] - 1.2 - 17/30: train_loss: 0.11379 | train_acc: 98.681 | train_precision: 1.000 | train_recall: 0.915 | train_auc: 0.958
val_loss: 0.15152 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.11605 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 18/30: train_loss: 0.10904 | train_acc: 98.462 | train_precision: 1.000 | train_recall: 0.901 | train_auc: 0.951
val_loss: 0.14743 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.11191 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 19/30: train_loss: 0.10533 | train_acc: 98.901 | train_precision: 1.000 | train_recall: 0.930 | train_auc: 0.965
val_loss: 0.14336 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.10786 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 20/30: train_loss: 0.10213 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.13554 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.10212 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 21/30: train_loss: 0.09762 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.13130 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.09835 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 22/30: train_loss: 0.09682 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.12635 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.09531 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 23/30: train_loss: 0.09180 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.13234 | val_acc: 95.763 | val_precision: 0.833 | val_recall: 0.952 | val_auc: 0.956
test_loss: 0.09606 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 24/30: train_loss: 0.08935 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.12604 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.09101 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 25/30: train_loss: 0.08651 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.11589 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.08655 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 26/30: train_loss: 0.08572 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.11757 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.08408 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 27/30: train_loss: 0.08079 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.11106 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.08048 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 28/30: train_loss: 0.07850 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.11013 | val_acc: 96.610 | val_precision: 0.870 | val_recall: 0.952 | val_auc: 0.961
test_loss: 0.07835 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 29/30: train_loss: 0.07700 | train_acc: 99.121 | train_precision: 1.000 | train_recall: 0.944 | train_auc: 0.972
val_loss: 0.10493 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.07784 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.2 - 30/30: train_loss: 0.07541 | train_acc: 99.341 | train_precision: 1.000 | train_recall: 0.958 | train_auc: 0.979
val_loss: 0.10439 | val_acc: 98.305 | val_precision: 0.952 | val_recall: 0.952 | val_auc: 0.971
test_loss: 0.07359 | test_acc: 99.346 | test_precision: 1.000 | test_recall: 0.963 | test_auc: 0.981

>>>>>>[EMBRYONAL] - 1.3 - 1/30: train_loss: 0.48104 | train_acc: 83.878 | train_precision: 0.000 | train_recall: 0.000 | train_auc: 0.500
val_loss: 0.44907 | val_acc: 84.211 | val_precision: 0.000 | val_recall: 0.000 | val_auc: 0.500
test_loss: 0.43193 | test_acc: 82.353 | test_precision: 0.000 | test_recall: 0.000 | test_auc: 0.500

>>>>>>[EMBRYONAL] - 1.3 - 2/30: train_loss: 0.36976 | train_acc: 86.057 | train_precision: 0.917 | train_recall: 0.149 | train_auc: 0.573
val_loss: 0.36615 | val_acc: 91.228 | val_precision: 1.000 | val_recall: 0.444 | val_auc: 0.722
test_loss: 0.35383 | test_acc: 89.542 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[EMBRYONAL] - 1.3 - 3/30: train_loss: 0.31707 | train_acc: 86.928 | train_precision: 0.938 | train_recall: 0.203 | train_auc: 0.600
val_loss: 0.31906 | val_acc: 86.842 | val_precision: 1.000 | val_recall: 0.167 | val_auc: 0.583
test_loss: 0.31128 | test_acc: 85.621 | test_precision: 1.000 | test_recall: 0.185 | test_auc: 0.593

>>>>>>[EMBRYONAL] - 1.3 - 4/30: train_loss: 0.27601 | train_acc: 90.196 | train_precision: 0.968 | train_recall: 0.405 | train_auc: 0.701
val_loss: 0.27216 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.26853 | test_acc: 95.425 | test_precision: 0.955 | test_recall: 0.778 | test_auc: 0.885

>>>>>>[EMBRYONAL] - 1.3 - 5/30: train_loss: 0.24660 | train_acc: 93.900 | train_precision: 0.960 | train_recall: 0.649 | train_auc: 0.822
val_loss: 0.24089 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.23979 | test_acc: 96.078 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 1.3 - 6/30: train_loss: 0.22249 | train_acc: 95.861 | train_precision: 0.951 | train_recall: 0.784 | train_auc: 0.888
val_loss: 0.24032 | val_acc: 92.105 | val_precision: 1.000 | val_recall: 0.500 | val_auc: 0.750
test_loss: 0.23970 | test_acc: 89.542 | test_precision: 1.000 | test_recall: 0.407 | test_auc: 0.704

>>>>>>[EMBRYONAL] - 1.3 - 7/30: train_loss: 0.20755 | train_acc: 95.207 | train_precision: 0.964 | train_recall: 0.730 | train_auc: 0.862
val_loss: 0.20012 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.20263 | test_acc: 95.425 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 1.3 - 8/30: train_loss: 0.18702 | train_acc: 96.514 | train_precision: 0.968 | train_recall: 0.811 | train_auc: 0.903
val_loss: 0.18859 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.19214 | test_acc: 95.425 | test_precision: 1.000 | test_recall: 0.741 | test_auc: 0.870

>>>>>>[EMBRYONAL] - 1.3 - 9/30: train_loss: 0.17855 | train_acc: 95.861 | train_precision: 0.982 | train_recall: 0.757 | train_auc: 0.877
val_loss: 0.16675 | val_acc: 97.368 | val_precision: 1.000 | val_recall: 0.833 | val_auc: 0.917
test_loss: 0.17340 | test_acc: 96.732 | test_precision: 1.000 | test_recall: 0.815 | test_auc: 0.907

>>>>>>[EMBRYONAL] - 1.3 - 10/30: train_loss: 0.16641 | train_acc: 97.386 | train_precision: 0.984 | train_recall: 0.851 | train_auc: 0.924
val_loss: 0.15832 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.16493 | test_acc: 96.078 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 1.3 - 11/30: train_loss: 0.15698 | train_acc: 97.386 | train_precision: 0.970 | train_recall: 0.865 | train_auc: 0.930
val_loss: 0.14948 | val_acc: 96.491 | val_precision: 1.000 | val_recall: 0.778 | val_auc: 0.889
test_loss: 0.15649 | test_acc: 96.078 | test_precision: 1.000 | test_recall: 0.778 | test_auc: 0.889

>>>>>>[EMBRYONAL] - 1.3 - 12/30: train_loss: 0.14930 | train_acc: 97.386 | train_precision: 0.984 | train_recall: 0.851 | train_auc: 0.924
